Age,Income,Credit_History_Years,Debt_to_Income_Ratio,Employment_Years,Education_Level,Marital_Status,Number_of_Dependents,Outstanding_Debt,Home_Ownership,Number_of_Credit_Cards,Monthly_Expenses,Employment_Status,Previous_Defaults,Credit_Limit,Loan_Amount,Loan_Term_Months,Credit_Score
49,122481,10.305988337444749,0.907929446885436,33,3,1,1,49909,2,2,8718,3,2,22771,9374,61,669
32,59979,29.114612719111932,0.8708395439409741,0,3,0,1,11681,1,3,1386,0,0,28640,13115,101,838
44,60641,17.494851343012076,0.20838436588064002,4,1,1,0,37654,0,4,4223,1,0,19711,45672,57,793
45,89377,13.848342529973323,0.07152705276920712,38,2,1,3,33682,2,1,6013,1,1,39163,28639,74,762
34,141786,19.732723950786063,0.1055350451557231,30,1,1,1,39031,1,9,8931,1,2,37906,30568,54,658
63,26416,24.47517513533081,0.5590882366642932,35,4,0,4,38904,0,3,3835,1,2,13457,19304,16,360
67,30633,11.826244645522477,0.6009157399848782,2,3,0,4,19947,2,6,5246,2,0,39439,29817,15,344
19,148785,0.9886252534391382,0.3155827860758025,37,2,0,0,28928,2,3,2722,1,2,42843,31861,108,550
53,123189,21.26418893911234,0.2968336682968007,11,3,0,1,32201,1,7,6462,0,0,6404,15990,36,443
67,20594,28.685003534921552,0.5315012684863851,15,2,1,3,21696,2,0,9434,3,0,26986,44203,58,748
24,34393,18.749599508290142,0.30562804406718935,7,1,0,0,40573,2,8,2585,3,0,24612,17795,54,429
30,55380,5.6524343563642,0.9343194945886171,10,4,1,0,26756,0,4,8219,2,2,39720,18137,106,701
32,65056,7.447275965433311,0.38263177890308964,13,1,0,2,8376,0,1,3781,2,0,42702,8381,66,825
42,108279,27.292521558941228,0.21981374877452986,26,4,1,0,17557,2,5,8838,1,0,41374,15120,71,423
40,117507,0.4068628681341191,0.1459648465369794,17,3,1,2,38314,2,3,6075,1,0,24889,36768,73,356
39,136184,16.462399963902524,0.6317081933927544,7,1,0,2,7624,2,7,3120,0,1,33535,43241,26,782
43,138243,4.760329355818673,0.32666161596461585,32,1,0,1,10987,2,7,5907,3,0,39394,12387,76,645
50,24861,8.482933056512381,0.1887948325847747,3,3,1,4,1414,2,9,2817,0,0,44940,9899,96,405
28,123070,9.209449484797803,0.27581552463499326,29,3,1,3,38767,0,6,9722,3,0,8948,30101,79,737
27,56126,6.578482432149827,0.30788157306045305,19,3,0,0,33044,0,2,9702,2,1,16392,8828,29,742
42,100382,23.770561881184673,0.6258334709604587,29,2,1,1,32070,2,9,2266,2,0,12869,39403,93,843
54,111713,9.966275219362764,0.1746815002550305,26,3,1,3,11834,1,3,7362,3,1,48996,36753,51,345
65,53682,10.36454973796614,0.7328037651157224,24,2,1,0,28424,1,2,1934,0,1,25676,11899,76,624
60,38228,13.590204410803771,0.30488226807932006,5,3,0,4,28791,1,0,7930,1,0,45015,10128,83,703
55,120299,27.068858662212676,0.48830959063178014,4,2,0,4,30631,0,6,7751,3,0,35541,45808,73,408
58,44009,20.64519096080049,0.6548390098671014,13,3,0,2,12872,2,9,6667,1,2,25263,29696,86,349
62,20094,1.852491125033331,0.5436201071947697,13,2,1,2,250,1,7,3211,3,1,30919,32266,21,794
41,126988,1.1778576310972233,0.6622335419549723,33,4,1,3,32882,1,7,3804,3,2,31952,5521,16,415
57,100636,16.991676887310764,0.32259550383501256,24,4,0,0,46475,1,7,1616,0,1,22522,7995,23,604
63,72221,26.611816851816236,0.9634499192650002,38,1,0,2,13803,2,0,9146,1,1,17703,8480,12,629
50,118453,9.697544280017734,0.45898972160893436,17,3,0,1,13923,2,0,7504,3,2,32872,20894,61,588
34,37430,7.433154867065053,0.3219336097983846,19,3,1,2,44616,0,9,3254,1,0,43441,27128,42,531
41,55571,22.445731359392372,0.2963939612376061,7,2,0,3,39049,2,4,9244,1,2,18574,17554,113,822
54,74486,18.062740994094824,0.04269496965664821,25,1,0,1,45680,0,9,8354,2,2,18222,13085,73,501
19,110510,16.950820270704153,0.6848058690224149,20,4,1,4,47689,1,2,6326,0,1,9238,45244,38,376
49,116665,4.479035974306234,0.2625152771439705,26,1,1,1,44779,0,0,1243,0,0,32105,44362,108,501
41,132770,5.278839559829569,0.9589302063225768,31,2,1,3,31461,0,1,6401,1,1,47371,36278,55,790
26,82294,8.453633277720728,0.2104447453767917,16,3,0,4,6719,2,7,1004,0,0,16511,15488,31,738
21,149171,6.2051680404581075,0.5294911936853707,0,1,1,0,36495,1,4,8781,0,1,30995,26109,46,643
34,40860,29.14334235139308,0.7354706998344243,26,3,0,3,30000,0,3,7206,2,0,24681,9765,19,361
34,92812,0.5583304906847208,0.8701152948210074,35,4,1,2,34287,1,1,4723,0,0,47485,18485,104,448
67,86087,18.781690152879722,0.15646089282222642,10,2,1,3,45667,1,7,1691,0,0,21343,35327,25,837
65,133784,15.527964746263148,0.9854015404970332,34,3,0,3,49767,2,5,9705,3,0,19134,6722,90,696
47,28486,9.69753707695309,0.9067489853176819,37,1,0,3,36360,1,7,5920,3,2,23868,12680,83,548
57,103063,26.627661363119262,0.9628497662275323,37,2,0,4,13113,0,0,6277,3,0,24412,17579,118,727
28,69607,20.104877326178467,0.8526707595416396,35,4,1,3,17147,1,2,2051,3,0,40493,45321,58,305
38,29745,29.950630539696796,0.8776692280335646,9,1,1,0,34213,1,0,5164,0,0,20802,35652,76,559
38,126664,5.059678779794561,0.598828915913163,39,3,1,3,5149,1,3,7298,1,2,29688,31783,118,834
35,98533,2.6360350760348625,0.8453100631173823,0,3,0,2,8141,2,4,6319,3,0,31664,15604,47,304
46,38330,4.181918023990319,0.5340133578632971,21,2,0,1,35185,2,5,2696,3,2,27143,19048,113,439
41,140803,8.078729027537888,0.5382171706131649,16,4,1,4,924,1,5,7029,1,1,38499,8358,96,615
27,60078,12.503609747038682,0.5625800919009926,11,1,1,2,1755,1,6,3834,1,0,9482,7019,105,517
62,75332,25.87809855005829,0.9963179249030535,12,4,1,0,42133,1,5,6485,1,2,48219,46527,18,651
34,124121,8.507752989866598,0.1043948401376229,24,1,1,3,7966,1,2,8440,2,0,46029,7839,118,648
35,74532,27.457299300830467,0.8056099784958198,25,1,0,4,14032,0,1,5701,1,1,26307,44403,57,742
59,141062,13.887230652141499,0.2733125231221676,39,2,0,4,37503,1,7,3802,0,2,9853,48100,17,407
65,110365,19.412100556169477,0.3612270825977423,38,3,1,4,38768,1,5,7244,0,1,12526,38833,83,696
37,63336,7.932231421678523,0.080533257306028,32,3,0,2,39036,0,0,4403,2,2,34736,15987,61,808
54,28070,4.680414480706138,0.3515737813840696,7,3,0,1,7221,1,9,6446,3,1,49835,46411,105,470
62,21320,26.083708219741478,0.9907626971367083,12,4,1,1,16174,2,9,7368,1,2,35871,25462,67,321
35,109043,3.285185415604918,0.3970692618280355,25,1,1,0,32927,0,8,8614,3,1,9408,14420,114,381
34,58921,23.22063917301068,0.6696879199722466,16,2,1,2,42139,2,1,1990,0,0,42485,47830,97,597
26,26589,17.429529182305725,0.12071318816153787,23,4,0,2,16778,2,9,3676,2,0,43109,12494,26,715
31,84409,25.834133450365467,0.9224972097486771,23,1,0,2,21323,1,4,5311,2,2,9970,49643,76,511
66,112995,21.534552362945313,0.8277453799467988,11,2,0,3,18802,2,1,9635,3,0,14001,49938,24,522
46,35589,8.449923063346255,0.38629430419694655,30,1,0,2,29862,0,8,6398,3,1,18696,22300,60,378
48,56375,17.232827917718286,0.3484633326727655,15,2,1,2,9971,2,8,3979,1,0,32865,37139,56,620
21,63085,0.3922085881634185,0.4322670035135113,15,4,1,4,40729,0,2,2192,2,2,45649,45144,12,582
35,80840,14.25655027117287,0.40125818285449866,29,1,1,4,8515,2,1,3190,0,2,7527,5510,75,445
37,63200,2.58040906716107,0.2580508047478913,27,1,1,4,30909,0,7,3098,2,1,39824,30233,57,377
64,118704,12.86834993430989,0.9908462741660128,2,4,1,2,42642,1,8,7681,0,1,26243,39629,106,600
60,46732,3.288354239960316,0.8105464557047389,32,2,1,2,24076,1,1,2139,3,2,44408,10883,107,651
61,117047,28.66439420836245,0.26792325950755014,23,3,1,4,37148,2,8,5286,3,2,15239,46958,96,540
26,42426,15.692038722231835,0.9817248010269288,29,3,0,0,34613,2,2,7918,1,2,23862,30037,20,432
30,50982,27.3965395582993,0.015530138046879305,39,2,1,0,47342,1,0,6242,0,2,12844,13422,71,364
32,79720,0.6709866889729754,0.4378976367294173,27,2,0,1,35400,1,5,3468,1,0,20081,40892,118,741
44,36746,19.129598516456937,0.5694851970612175,38,3,0,3,45737,0,1,8390,3,1,24369,18104,67,578
32,48514,9.208635057798606,0.03758662211164465,1,1,1,3,27069,1,0,4062,3,2,19850,8250,15,534
45,84889,12.954869878957089,0.1610371907038014,12,4,0,1,40679,1,3,2840,1,1,6731,9875,21,410
54,23851,26.19262185644069,0.2581310821852969,36,3,0,4,13510,0,8,9684,2,2,19837,49918,89,603
36,39796,29.40063284276234,0.720227057706293,9,2,0,4,21702,1,7,9240,1,2,28675,41022,100,823
43,96034,7.394758633000571,0.9397435288652753,39,1,0,2,20500,0,2,3566,0,2,41900,18830,87,716
69,82798,28.44759856059905,0.6245350868679316,12,2,1,3,28936,1,7,3474,3,2,18857,18465,103,411
43,118388,20.661808466451575,0.562661591010292,18,3,0,2,5617,0,5,7834,0,0,8838,34595,54,640
42,82985,28.54241743071812,0.5367591199757971,5,4,1,2,6828,1,4,3795,2,1,35813,5264,64,408
43,54592,16.8710099586363,0.35070364981100166,17,4,0,3,48538,1,0,3859,3,0,48608,15728,20,829
43,64845,28.822688549744118,0.8277143461371972,39,1,0,4,42799,2,8,2280,3,2,9574,19485,75,698
63,35930,26.77366374442301,0.5407674382362592,8,4,1,0,35156,0,1,5492,1,0,36772,16320,107,615
45,143187,3.857752236763381,0.2301031793237227,16,3,1,4,19652,1,8,1905,1,2,30343,48383,25,783
66,130853,9.323697813051915,0.13683120816407812,3,3,0,4,44164,2,4,5246,0,0,11279,28170,50,640
35,128417,7.291895745375356,0.9855125148618691,5,3,1,2,2887,2,2,8547,1,1,12706,16734,115,751
49,133436,17.162979781507712,0.01747321502200183,10,1,1,2,49740,0,9,6934,3,2,15420,9369,85,355
20,127126,24.08398294517776,0.9334400299898049,25,3,1,2,30304,2,6,6911,1,1,45776,25292,85,489
19,41159,22.782343406606437,0.21830330118031094,10,4,1,3,29050,1,0,5208,3,2,36308,44205,12,331
50,115072,21.8024739685043,0.6575495326816476,7,1,1,3,17326,2,4,8641,1,2,21936,43049,95,372
59,109788,11.257946272067576,0.30153252559813126,2,3,0,1,9759,0,4,8055,1,0,7195,9775,29,432
36,44003,4.189106448834838,0.8598104118798157,1,3,1,2,19491,0,6,7754,3,2,20247,25417,52,837
34,125722,6.317506608857978,0.5434453221816085,17,2,0,3,1712,1,7,2878,0,0,17489,38887,72,447
61,55139,22.25032378944998,0.1410577559817291,1,3,0,1,48564,1,7,7498,0,0,19286,35640,46,524
50,125372,4.4260301717868975,0.26983500044910047,25,1,0,2,49558,1,0,2670,3,2,38408,48725,83,475
29,72452,6.6884011480056325,0.32031857356975946,11,2,1,2,23697,2,3,2789,0,0,21624,32469,87,720
66,42205,12.736579586204735,0.8859223643900975,36,1,0,0,25430,1,5,4187,0,0,48319,49463,45,653
20,116059,2.1633729206238894,0.7667384187060192,25,3,1,3,23933,1,9,8025,2,0,34311,8348,109,639
60,76955,6.380761823103894,0.8295873126108672,35,4,1,1,21633,1,1,3012,3,2,33942,38891,44,678
66,130163,4.493043820237097,0.05225218784145247,15,2,1,2,26266,0,6,6147,1,1,32383,37439,32,441
43,27464,28.539653487355213,0.5787822054732636,13,2,0,3,8606,1,8,5761,1,1,21970,34119,33,532
52,102646,5.745776566346674,0.9991769305146465,1,2,1,1,6575,2,9,5492,2,0,43520,35328,80,697
25,131852,25.85309130511181,0.7851996390533142,20,1,0,0,40789,0,4,1168,3,0,9288,48109,35,837
69,92657,3.443945737998252,0.1207076813899145,6,2,1,1,4164,1,4,3284,1,2,17370,36587,61,449
53,29840,26.09019396907522,0.6788181674073487,10,4,0,2,44176,1,4,4884,0,2,10385,21872,34,339
24,122616,17.98301358820409,0.7453238208951832,28,4,0,4,3526,0,8,4041,1,1,41679,6960,73,684
63,60768,25.491177696738536,0.5142483559214086,36,2,1,4,40081,0,4,3364,3,0,7515,9849,37,502
63,29461,26.020460656120726,0.078753147773442,38,1,1,0,42750,0,3,4572,1,1,37632,36324,61,420
53,40927,17.891205920022273,0.03468623520635694,27,1,1,2,49345,2,7,5201,2,2,47696,49734,73,317
33,109934,27.53082460185072,0.9378096972393504,39,1,0,2,49950,1,3,4405,2,0,18062,24584,25,328
41,118622,17.56344874453869,0.2575139654786186,3,3,1,3,39195,1,7,2955,0,2,36217,40990,40,804
18,35329,21.37695233635126,0.37896812701845006,3,1,0,4,20162,1,6,9462,2,0,24257,42820,54,306
66,35791,12.48241431506498,0.795277540985505,26,1,0,3,32795,0,7,9615,1,0,6931,12448,22,778
42,72627,27.42203083412962,0.6892607467174432,5,2,0,2,11227,1,1,7316,1,1,19054,41727,74,686
27,148885,24.724876167360797,0.9685657000343351,33,3,1,0,3831,1,3,6546,0,1,16496,27182,99,442
33,34372,5.001393348507825,0.09283920021116754,39,2,1,4,1937,0,2,9383,0,0,31815,31816,65,685
33,134239,17.291635506140963,0.7069195740792272,17,1,1,3,16014,1,6,6794,0,1,6113,37402,58,352
25,112890,26.904819872608392,0.08222885277766956,29,1,1,0,17368,2,8,2925,3,0,14417,18831,83,370
46,68469,23.791934809768527,0.000165496501144613,32,2,0,2,35588,1,5,2545,3,1,46565,49681,16,788
56,129554,28.87658341983975,0.12023022618774737,19,3,0,1,49960,2,3,8182,3,0,33010,32237,36,468
45,107073,6.939050608427843,0.6167258482792373,35,3,1,1,32474,0,9,1011,2,1,43372,41236,48,842
23,138822,11.02378899391434,0.6761927495774415,4,2,1,4,44107,1,3,7966,1,1,39175,49747,112,387
33,54370,15.215756640543939,0.43833987240958416,34,1,0,0,17608,2,2,7112,2,1,24689,25315,112,566
37,71408,6.980075100817949,0.04607070973742422,18,3,1,3,32511,1,5,7934,1,1,30522,18036,101,430
33,110941,11.821357655664572,0.6340593910544907,11,3,0,0,16756,0,2,5517,2,2,20805,19244,70,418
24,127351,16.126176132729974,0.08581747758649005,25,4,0,4,19777,0,4,5368,0,1,26619,20699,43,630
58,43703,5.74017609004022,0.1417263317663977,18,2,1,2,18760,1,4,7066,3,2,39922,21605,28,839
31,35234,7.700634561077418,0.5125756847708269,10,3,0,0,20087,0,4,6199,1,1,37642,22716,59,837
60,27532,3.745274994263834,0.34037327147484775,19,4,0,4,17586,2,6,1216,1,2,40551,11471,76,807
43,125670,21.401442296572455,0.4647539272763406,8,4,0,4,14462,0,4,6727,1,2,32281,16302,56,554
43,55416,10.84655779608399,0.6350769036271925,19,4,1,3,12431,0,0,6272,2,2,15552,9137,77,726
31,92439,6.607984595513652,0.16000703616139678,26,1,0,2,8384,2,6,2767,2,1,23962,28911,55,312
24,38242,15.219724475428574,0.8930867396910078,4,2,1,0,1265,1,6,2810,1,2,24659,23294,82,842
50,70254,2.0474791705574305,0.5594800646462401,9,3,0,4,48184,0,9,6613,0,1,34571,24195,81,765
43,99324,27.702198189551844,0.022093275531285594,8,4,1,2,4672,1,2,4003,0,0,31647,43297,74,427
62,55249,8.834025634717928,0.628452841733861,24,1,0,3,37296,2,5,9405,0,2,45006,6050,114,736
37,120124,26.593930445515863,0.46317893177405134,12,1,0,4,10286,1,4,8935,3,0,27511,19387,36,795
20,115049,14.92860195973941,0.7016391114758562,31,2,0,3,30119,0,0,5746,1,2,48600,35000,20,365
69,128575,25.504514931319218,0.7840336229375447,7,2,0,2,21901,0,6,2516,0,0,26806,12157,63,646
21,105078,7.411933223689335,0.9388448533899292,26,1,1,3,49455,0,3,9814,1,2,15726,41789,56,766
43,52294,5.258118067282592,0.9983457942749996,21,1,0,0,2463,2,1,5741,0,0,27897,13776,32,430
28,79784,25.48235409704485,0.5496169934714269,27,4,0,3,35799,0,1,7204,1,1,9375,46081,34,788
19,23684,6.387716471151327,0.5615083531284246,17,4,1,1,1830,1,7,2274,3,1,31706,24985,104,477
31,43795,22.385860478987404,0.022445250975606235,22,3,0,1,15972,0,2,9649,1,1,19233,24397,23,472
61,144135,10.337513839788972,0.8651704734863306,30,4,0,1,44704,2,5,4359,0,2,34005,38524,51,388
47,80301,22.44581179305484,0.028717993542521025,33,4,1,1,27037,1,7,5638,1,2,47078,47727,26,530
66,89187,27.229387979649907,0.632664807001042,6,4,0,0,31863,1,6,1868,2,2,20634,40994,33,812
29,30431,29.449152938618795,0.09857697874422999,4,3,1,4,33322,2,2,9067,0,1,19902,5113,37,777
43,95667,10.794284318059002,0.28583860410645645,20,3,0,1,26038,1,8,9058,1,0,36385,48998,117,493
61,109627,11.025775039216386,0.14032955311072548,5,3,1,1,35371,0,1,1108,0,2,30671,11426,52,710
50,110381,29.441632103545636,0.13739428811254106,34,3,0,4,23883,1,7,2186,1,1,7645,21526,15,612
30,110027,25.84584390894115,0.07460098231693046,22,4,1,1,43115,2,6,7668,3,2,31209,6717,82,371
31,141569,1.3527591573413411,0.31788198198550355,2,2,1,4,16770,1,9,4926,3,2,23625,38650,114,766
41,75372,17.203499586795612,0.42365134445279373,32,3,1,1,39764,1,1,4897,0,1,30164,21017,35,778
51,90366,5.437343146453149,0.4644731928321586,37,3,0,4,38457,2,4,7713,0,0,24071,47363,16,369
61,114176,29.820376082796553,0.43970803946710735,22,3,0,4,41481,1,4,7613,0,0,38993,18195,106,718
43,139667,4.167690371129211,0.5236920342952776,15,4,1,2,16336,2,9,4373,1,2,43744,33333,93,462
38,92870,16.780428376285997,0.8597869291869409,24,1,0,3,7337,0,1,6532,3,1,24040,40014,39,794
45,67387,19.955951100875495,0.6317966157061751,15,4,1,4,18465,2,7,9070,3,1,36324,17065,56,513
65,72927,28.11193963962169,0.017285670969812816,24,3,1,1,30417,1,1,9114,0,0,29376,47000,63,745
53,29304,25.41774934932561,0.17295227824031867,6,4,0,0,26777,1,6,8235,0,2,8443,29611,57,543
57,133183,7.372643139833491,0.34894982214881287,7,2,1,4,42113,0,5,2983,3,0,30050,26092,58,456
19,37032,17.178718538775136,0.9490437088648768,2,4,0,1,6856,1,6,4424,1,1,36782,46401,110,433
59,111291,28.6072187371765,0.07807939744992498,4,1,1,4,12844,1,8,8330,1,1,35442,14451,56,315
26,132889,22.07150541314813,0.7101192624044815,18,1,0,2,8196,1,4,3874,0,1,32612,30397,92,587
40,79486,20.650090451396814,0.03309313174487305,6,3,1,0,6169,1,6,2617,1,0,38314,9225,72,302
32,85552,22.647032378434698,0.36253716900196575,21,1,1,0,6643,2,3,6334,2,2,38709,37165,30,756
30,93844,9.675185669634594,0.7701487637137433,25,3,0,1,6888,1,3,7021,2,0,5207,45396,115,703
40,49654,21.877568082097085,0.34392933643835255,24,4,0,3,17742,2,9,4214,3,2,36374,21810,54,725
34,59244,6.985642543407478,0.43028205998646574,5,4,0,2,19864,1,8,3161,2,0,16802,32042,36,318
65,25942,12.843083127232601,0.9053045282674291,4,3,1,3,34585,1,6,6933,3,0,10088,17426,15,774
19,70697,26.697864515655194,0.06616909131929805,37,3,1,0,17110,1,7,2415,2,1,29139,42600,44,365
37,146031,0.5691343947225513,0.5276623252101013,37,4,0,0,1620,0,8,5505,2,0,40081,46498,45,749
37,22693,12.429559507570401,0.36623755859117835,21,2,0,3,48661,2,6,2674,2,1,47916,14001,42,755
63,76751,8.004653002171786,0.963811671517031,30,1,0,4,5617,0,4,8065,2,2,20883,19950,102,457
20,101098,5.957688494808282,0.7936898294182579,21,1,0,3,45097,1,3,7087,2,2,43844,18168,106,785
29,138777,25.15726264417537,0.12207677736653877,10,1,0,3,32227,0,3,6974,3,1,46966,28950,58,354
57,26259,20.89495718534934,0.9274097567225721,31,1,0,4,11422,0,6,2318,2,0,33628,20734,100,740
19,139746,3.378981612344453,0.2112132974537687,16,4,0,4,46434,0,0,6610,2,0,29803,17900,100,770
53,133883,14.833899795035682,0.08481764353482013,21,1,0,4,25075,2,0,1850,1,2,18126,22846,31,394
31,127772,14.007173154813334,0.5415932797944923,15,4,0,2,8441,1,7,9513,0,1,27731,35085,66,844
33,137928,4.275833820882255,0.7366315699762792,14,3,0,0,330,1,5,9371,3,2,18843,13799,118,658
36,24942,23.99288102973625,0.716050889496212,7,4,1,0,1872,2,0,5726,3,2,40361,20466,98,300
51,67419,11.000219143625994,0.5340560688773963,2,3,0,4,32480,2,4,3425,2,1,38374,49530,22,709
61,122092,22.858133254811833,0.4927374744197026,12,3,1,4,44245,1,7,4568,3,0,26893,27776,79,652
63,76105,5.761878452466373,0.9695438973031525,29,2,1,2,5482,1,0,7538,3,1,19572,36130,73,455
23,85907,9.45220384841497,0.8205588417694978,27,2,1,2,24025,0,9,3271,1,1,45413,22685,14,614
30,47383,2.8551284310799763,0.6986400381430394,8,2,1,1,5539,2,7,1210,3,0,14503,25245,14,526
53,43404,4.304378092368246,0.19521146355964192,11,2,1,3,33007,1,2,6887,3,0,45859,32346,108,597
39,92656,26.495504710581987,0.8197706910266512,24,1,1,0,5569,1,9,9664,0,2,5706,12493,16,549
35,25702,3.2733793255673262,0.7497807435160289,36,2,1,0,29471,0,9,8805,2,2,21815,15004,112,653
29,93883,2.8719362185782957,0.9920265997776667,20,1,0,2,14199,1,2,5145,3,0,6663,7590,34,329
69,120965,28.211319325099797,0.1329951079341254,38,1,0,3,9406,2,3,8217,0,0,6210,15246,78,638
47,76332,19.37710378982303,0.7152953959480379,38,1,1,2,22897,2,7,5534,2,2,48249,15779,112,502
68,59419,3.0274795066325835,0.9790831930335255,18,3,1,1,22806,2,9,4872,3,0,31418,49016,24,618
57,110576,29.15150217198154,0.46259302724446993,7,3,1,1,30769,0,7,5620,1,1,29412,17784,43,373
24,123182,4.413000315098914,0.7334104434260126,37,1,1,1,38596,0,1,1696,1,0,28788,29952,20,562
49,131395,22.99037175856284,0.9753706505454302,2,2,1,2,28843,2,1,2384,2,0,9108,16459,80,715
65,122619,1.045540849187594,0.5474848939059963,21,1,0,3,5117,1,4,1142,0,1,48071,14338,49,672
36,108078,18.736253920194347,0.6990415947031015,0,3,1,4,47801,1,0,3781,2,0,29558,37008,59,659
23,128269,16.401116163086876,0.020084810012095944,37,2,1,0,28344,1,7,9675,3,0,43451,25722,107,692
37,93844,6.240114312759034,0.5196651056264442,18,3,0,4,9892,2,8,9682,0,2,11474,6974,107,532
44,59242,19.294384281612487,0.2558004060419422,20,2,1,3,34833,2,3,7811,1,0,19471,14797,74,552
60,144983,18.511589795321658,0.13124464235054212,12,3,1,2,38276,2,7,8351,2,2,35571,29349,34,667
54,54142,23.950551463919304,0.7085980846813279,26,1,1,2,4706,0,1,1669,3,1,49452,39221,23,302
65,129699,26.27622175801336,0.03908948890834185,16,4,0,2,9845,0,6,4951,1,2,12324,33911,32,833
24,116226,15.303148219606982,0.9048651515770577,19,4,1,1,29941,2,4,1589,0,1,19729,31655,47,626
22,27393,14.708855804524838,0.5177736598708423,29,3,0,1,43929,2,9,1765,1,1,40830,5918,38,678
28,89939,18.647873128340933,0.6482301151893788,37,2,0,1,31529,1,2,8608,2,0,15798,21297,59,404
32,89082,21.876227676894395,0.25343479912626643,10,3,0,4,24791,0,2,1443,3,2,49198,14822,35,506
20,122281,10.685135173256237,0.18219301868929227,26,4,1,0,38554,1,0,8715,0,2,27117,43127,95,779
22,48893,15.139256500986852,0.24375362111201393,37,2,1,2,20405,2,0,3460,1,1,13537,14728,116,475
40,29388,17.5531255746952,0.23229299100429335,27,3,1,2,48338,2,7,7697,1,1,16137,6037,25,516
54,138099,29.65134251507733,0.8645016282934518,25,4,1,4,47185,0,9,7005,1,1,35179,23191,67,659
26,127292,17.6313658936775,0.7873394014624485,38,3,0,0,39502,0,4,2840,1,0,48519,32070,60,468
